Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
abroBiotec,https://www.crunchbase.com/organization/abrobiotec,"Biopharma, Biotechnology, Health Care","Valladolid, Castilla y Leon, Spain",abroBiotec is a company dedicated to the biotechnology industry.,comercial@abrobiotec.com,+34 983 683 315 ,,,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
SUN bioscience,https://www.crunchbase.com/organization/sun-bioscience,"Biotechnology, Pharmaceutical","Lausanne, Vaud, Switzerland",SUN bioscience creates advanced cell culture platforms.,info@sunbioscience.ch,41216931615,http://sunbioscience.ch/,For Profit,1,,,11/1/16,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Biomatcell AB,https://www.crunchbase.com/organization/biomatcell-ab,"Biotechnology, Medical Device","Gothenburg, Vastra Gotaland, Sweden",Biomatcell AB is a VINN Excellence research center that combines the expertise in materials science and medical devices.,,,https://biomatcell.org.gu.se,,1,,"CHF100,000",2/18/15,Grant,"CHF100,000","Biotechnology, Health Care, Science and Engineering",Private
Nafici Eenvironmental Research Ltd,https://www.crunchbase.com/organization/nafici-eenvironmental-research-ltd,"AgTech, Biotechnology, Paper Manufacturing","Horeham, East Sussex, United Kingdom",Nafici Eenvironmental Research focuses on the research and development of straw and transforms it efficiently into paper pulp.,,+44 (0)1444 400 476,http://www.nafici-research.com,For Profit,1,,"€50,000",5/1/16,Grant,"€50,000","Agriculture and Farming, Biotechnology, Manufacturing, Science and Engineering",Private
Quethera,https://www.crunchbase.com/organization/quethera,"Biopharma, Biotechnology, Genetics, Pharmaceutical","Babraham, Cambridgeshire, United Kingdom",Quethera is a gene therapy company dedicated to improving the future treatment of common blinding eye diseases.,info@quethera.com,+44 (0) 1223 804059,http://www.quethera.co.uk/,For Profit,2,Seed,,3/7/16,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Alltox SRL,https://www.crunchbase.com/organization/alltox-srl,"Biotechnology, Health Diagnostics, Life Science","Milan, Lombardia, Italy",Alltox SRL specializes in experimental research and development in the field of biotechnology.,,,,,1,,"€50,000",6/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Nanosynex,https://www.crunchbase.com/organization/nanosynex,Biotechnology,"Tel Aviv, Tel Aviv, Israel",Nanosynex is a: a microfluidic diagnostic test for early detection of bacterial infections.,marketing@nanosynex.com,,https://nanosynex.com,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Science and Engineering",Private
OncoTAb,https://www.crunchbase.com/organization/oncotab,Biotechnology,"Charlotte, North Carolina, United States",OncoTAb's cutting edge blood test aids breast cancer detection in women with dense breast tissue.,customerservice@oncotab.com,1(855)662-6822,http://www.oncotab.com,For Profit,1,,,5/1/17,Grant,,"Biotechnology, Science and Engineering",Private
Geneva Biotech,https://www.crunchbase.com/organization/geneva-biotech,"Biotechnology, Life Science, Pharmaceutical","Genève, Geneve, Switzerland",Geneva Biotech is a privately held biotechnology company.,contact@geneva-biotech.com,41223723833,http://www.geneva-biotech.com,For Profit,1,,,11/27/17,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
ZipPrime,https://www.crunchbase.com/organization/zipprime,"Biotechnology, Health Care, Medical","Ankara, Ankara, Turkey",ZipPrime is a biotechnology company that has developed novel technologies for detection and preservation of nucleic acid molecules.,info@zipprime.com,-2956538,https://www.zipprime.com/,For Profit,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Synotrac,https://www.crunchbase.com/organization/synotrac,"Biotechnology, Health Care, Medical Device, Sensor","Philadelphia, Pennsylvania, United States",Detecting infection after total joint replacement.,info@synotrac.com,,http://www.synotrac.com/,For Profit,2,,,5/1/17,Grant,,"Biotechnology, Hardware, Health Care, Science and Engineering",Private
General Biotechnologies,https://www.crunchbase.com/organization/general-biotechnologies,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States",General Biotechnologies finds and develops new discoveries in the life sciences.,nathaniel@generalbiotechnologies.com,,http://www.generalbiotechnologies.com,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Advanced Bioprocess Development,https://www.crunchbase.com/organization/advanced-bioprocess-development,Biotechnology,"Manchester, Manchester, United Kingdom",Advanced Bioprocess Development specializes in biological process intensification using expanded bed technology.,,+ 44 (0)161 247 1139,http://www.bioprocesses.co.uk,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Isogenica,https://www.crunchbase.com/organization/isogenica,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom","Isogenica Limited, a biotechnology company, develops therapeutic peptides to treat diseases.",,44 12 2349 6720,http://www.isogenica.com,,1,,,11/29/12,Grant,,"Biotechnology, Science and Engineering",Private
"Tympanogen, Inc.",https://www.crunchbase.com/organization/tympanogen-inc,"Biotechnology, Medical Device","Richmond, Virginia, United States","Tympanogen is a medical technology company that develops ear, nose, and throat (ENT) devices and wound-healing therapies. ",,,http://www.tympanogen.com,For Profit,1,,,11/1/16,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Scaffdex Oy,https://www.crunchbase.com/organization/scaffdex-oy,"Biotechnology, Health Care, Medical","Tampere, Western Finland, Finland",Scaffdex focuses on commercial implementation of tissue engineering.,,+358 50 400 7210 ,https://www.scaffdex.com/,For Profit,1,,"€50,000",2/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
TwentyGreen,https://www.crunchbase.com/organization/twentygreen,"Biotechnology, Farming","Root, Luzern, Switzerland",TwentyGreen produces a new innovative probiotic feed supplement for sustainable animal farming.,hello@twentygreen.com,41 (0)79 898 81 94,http://www.twentygreen.com,,1,,,11/1/16,Grant,,"Agriculture and Farming, Biotechnology, Science and Engineering",Private
Versatope Therapeutics,https://www.crunchbase.com/organization/versatope-therapeutics,Biotechnology,"Lowell, Massachusetts, United States",Versatope is an immuno-therapeutic company that uses a biotechnology platform to delivery immunity.  ,info@versatope.com,,https://www.versatope.com,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Science and Engineering",Private
SimplicityBio,https://www.crunchbase.com/organization/simplicitybio,"Bioinformatics, Biotechnology, Health Diagnostics, Pharmaceutical","Monthey, Valais, Switzerland",SimplicityBio is the trusted partner of companies and institutions for their in-silico biomarker discovery programmes.,info@simplicitybio.com,41789150755,http://www.simplicitybio.com,For Profit,1,,,11/1/16,Grant,,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Factor Bioscience,https://www.crunchbase.com/organization/factor-bioscience,Biotechnology,"Cambridge, Massachusetts, United States",Factor Bioscience is building the future of regenerative medicine by targeting and repairing the molecular origins of disease.,info@factorbio.com,781.640.1031,http://factorbio.com/,For Profit,1,,,11/1/11,Grant,,"Biotechnology, Science and Engineering",Private
Structured Immunity,https://www.crunchbase.com/organization/structured-immunity,Biotechnology,"South Bend, Indiana, United States",Structured Immunity is a protein engineering company determined to improve the safety of T cell based therapies.,info@structuredimmunity.com,,http://structuredimmunity.com/,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Science and Engineering",Private
DryGro,https://www.crunchbase.com/organization/drygro,"AgTech, Biotechnology","Oxford, Oxfordshire, United Kingdom","DryGro is an agriculture technology company that grows animal feed crops on arid, otherwise unproductive land. ",sean@drygro.com,,http://drygro.com,For Profit,1,,,11/1/16,Grant,,"Agriculture and Farming, Biotechnology, Science and Engineering",Private
Noor Pharmaceuticals,https://www.crunchbase.com/organization/noor-pharmaceuticals,"Biotechnology, Pharmaceutical","Bellerose, New York, United States",Noor Pharmaceuticals develops and commercializes halal vitamins and innovate and create natural wellness solutions.,info@noorvitamins.com,(800) 531-6451,https://www.noorvitamins.com/,For Profit,1,,,11/1/12,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Cambridge Oncometrix,https://www.crunchbase.com/organization/cambridge-oncometrix,"Biotechnology, Health Care, Health Diagnostics","Haverhill, Suffolk, United Kingdom",Cambridge Oncometrix aims to save lives by enabling the early detection of prostate cancer.,office@camonx.com,4.41441E+11,http://www.camonx.org/,For Profit,2,,,11/1/16,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Marx Biotechnology,https://www.crunchbase.com/organization/marx-biotechnology,"Biopharma, Biotechnology, Developer Tools","Jerusalem, Yerushalayim, Israel",Marx Biotechnology develops diagnostic kit for the early detection of Graft-versus-Host-Disease.,stephen@marxbio.com,-3315,http://www.marxbio.com,For Profit,1,,,11/1/16,Grant,,"Biotechnology, Health Care, Science and Engineering, Software",Private
Recon Therapeutics,https://www.crunchbase.com/organization/recon-therapeutics,Biotechnology,"Boston, Massachusetts, United States",Recon Therapeutics has developed a new drug delivery technology that simplifies reconstitution of a lyophilized drug with solvent at the POC,,,http://recontherapeutics.com,For Profit,1,,,11/1/15,Grant,,"Biotechnology, Science and Engineering",Private
Extend Biosciences,https://www.crunchbase.com/organization/extend-biosciences,Biotechnology,"Cambridge, Massachusetts, United States",Extend Biosciences is an emerging biotechnology company developing a novel drug delivery platform technology.,info@extendbio.com,,http://extendbio.com/,For Profit,1,,,11/1/10,Grant,,"Biotechnology, Science and Engineering",Private
PlenOptika,https://www.crunchbase.com/organization/plenoptika,Biotechnology,"Allston, Massachusetts, United States",PlenOptika's mission is to make eye care easy for anyone who needs it.,hi@plenoptika.com,1 617-862-2203,http://plenoptika.com,,1,,,11/1/12,Grant,,"Biotechnology, Science and Engineering",Private
Biosergen AS,https://www.crunchbase.com/organization/biosergen,Biotechnology,"Trondheim, Sor-Trondelag, Norway",Biosergen AS develops variants of nystatin with improved properties.,,,http://www.biosergen.no/,,2,,,2/12/16,Grant,,"Biotechnology, Science and Engineering",Private
Array Bridge,https://www.crunchbase.com/organization/array-bridge,Biotechnology,"St Louis, Missouri, United States",Array Bridge provides quality products and services for the pharmaceutical and biotechnology industry.,support@arraybridge.com,"314-932-4032, Extension 303",http://arraybridge.com,For Profit,2,Seed,,1/1/12,Grant,,"Biotechnology, Science and Engineering",Private
Eulysis UK ,https://www.crunchbase.com/organization/eulysis-uk-limited,"Biotechnology, Medical Device, Pharmaceutical","Cambridge, Massachusetts, United States",Eulysis UK mission is to improve worldwide access to life saving pharmaceuticals.,stsakas@eulysis.com,4.4794E+11,http://eulysis.com/,For Profit,1,,,11/1/14,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
PamGene,https://www.crunchbase.com/organization/pamgene,"Biotechnology, Clinical Trials, Therapeutics","'s-hertogenbosch, Noord-Brabant, The Netherlands",PamGene is an European biotechnology company.,info@pamgene.com,3.10736E+11,https://www.pamgene.com/,For Profit,3,Early Stage Venture,"€2,000,000",3/9/05,Grant,"€18,700,000","Biotechnology, Health Care, Science and Engineering",Private
Kulisha,https://www.crunchbase.com/organization/kulisha-fbb9,Biotechnology,"Ann Arbor, Michigan, United States","Kulisha works with food and beverage companies to convert organic waste into a sustainable, insect protein for animal feeds.",info@kulishafeed.com,6162584340,https://www.kulishafeed.com/,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Science and Engineering",Private
Akrivis Technologies,https://www.crunchbase.com/organization/akrivis-technologies,Biotechnology,"Cambridge, Massachusetts, United States","Akrivis Technologies is a biopharmaceutical company committed to the early detection, diagnosis and treatment of life-threatening diseases.",info@akrivis.com,+1 (617) 401-3390,http://www.akrivis.com,For Profit,1,,,11/1/12,Grant,,"Biotechnology, Science and Engineering",Private
NerveSolutions,https://www.crunchbase.com/organization/nervesolutions,"Biotechnology, Therapeutics",,NerveSolutions is a biomedical technology company innovating implantable nerve interface devices.,jpetruska@nervesol.com,,http://nervesol.com/,For Profit,1,,,11/1/17,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
