Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
INOFEA,https://www.crunchbase.com/organization/inofea,"Biotechnology, Health Care","Basel, Basel-Stadt, Switzerland",INOFEA AG is a Swiss biotech company founded in 2014 in Basel.,,+41 61 633 30 11,http://inofea.com,For Profit,1,Early Stage Venture,,12/4/17,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
InnoCyte,https://www.crunchbase.com/organization/innocyte,Biotechnology,"Stuttgart, Baden-Wurttemberg, Germany",InnoCyte - Technologies for automated Cell Culture. They have the strong belief that automated cell culture could be of inestimable value,info@innocyte.com,49 711 9701129,http://innocyte.de,,1,Early Stage Venture,,11/26/12,Series A,,"Biotechnology, Science and Engineering",Private
Scion Pharmaceuticals,https://www.crunchbase.com/organization/scion-pharmaceuticals,"Biotechnology, Medical","Boston, Massachusetts, United States",Scion Pharmaceuticals is a Biotechnology company.,,,http://www.scionpharma.com/,,1,Early Stage Venture,"$4,000,000 ",11/6/01,Series A,"$4,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Pantec Biosolutions,https://www.crunchbase.com/organization/pantec-biosolutions,"Biotechnology, Medical","Ruggell, Ruggell, Liechtenstein",Pantec Biosolutions is the company for stable and controlled transdermal delivery of large weight biopharmaceuticals.,info@pantec-biosolutions.com,423 377 78 00,https://pantec.com/,,1,Early Stage Venture,"CHF6,300,000",12/7/07,Series A,"CHF6,300,000","Biotechnology, Health Care, Science and Engineering",Private
360imaging,https://www.crunchbase.com/organization/360imaging,"3D Technology, Biotechnology, Dental","Atlanta, Georgia, United States",360imaging is a 3D digital implantology provider offering a variety of products and services to implant professionals and their patients.,info@360imaging.com,4042367701,http://www.360imaging.com,,2,Early Stage Venture,,1/1/13,Series A,,"Biotechnology, Hardware, Health Care, Science and Engineering, Software",Private
Cirtemo,https://www.crunchbase.com/organization/cirtemo,Biotechnology,"Columbia, South Carolina, United States",They make optical systems perform better.,info@cirtemo.com,803-467-4189,http://www.cirtemo.com/,For Profit,1,Early Stage Venture,,12/7/12,Series A,,"Biotechnology, Science and Engineering",Private
iPug,https://www.crunchbase.com/organization/ipug,Biotechnology,"San Francisco, California, United States",An Australian digital health company,,,http://home.ipug.co,For Profit,1,Early Stage Venture,,7/19/16,Series A,,"Biotechnology, Science and Engineering",Private
Igea,https://www.crunchbase.com/organization/igea,Biotechnology,"Carpi, Emilia-Romagna, Italy","Since 1980, IGEA has been working to provide innovative and effective therapies to patients.",info.de@igeamedical.com,39 059 699600,http://www.igea.it/index.php,For Profit,1,Early Stage Venture,,9/1/08,Series A,,"Biotechnology, Science and Engineering",Private
BioPheresis,https://www.crunchbase.com/organization/biopheresis,Biotechnology,"Heidelberg, Baden-Wurttemberg, Germany","BioPheresis Technologies, a biotech company based in Heidelberg, Germany, offers a blood treatment system designed for cancer cure.",contact@biopheresis.de,49-6221-61891-01,http://www.biopheresis.de,,1,Early Stage Venture,"$8,000,000 ",5/13/05,Series A,"$8,000,000 ","Biotechnology, Science and Engineering",Private
Superbac,https://www.crunchbase.com/organization/superbac,Biotechnology,"São Paulo, Alagoas, Brazil",Superbac develop our activities based on the responsible principle of nature self-remediation and create specific microorganism blends to,superbac@superbac.com.br,+55 11 2663-2780,http://www.superbac.com.br,,1,Early Stage Venture,,1/1/07,Series A,,"Biotechnology, Science and Engineering",Private
Qvanteq,https://www.crunchbase.com/organization/qvanteq,"Biotechnology, Developer Platform, Medical","Zürich, Zurich, Switzerland","Qvanteq is a medtech startup company, developing surface technology that can be applied onto any coronary stent.",info@qvanteq.com,41 44 500 98 90,http://www.qvanteq.com,For Profit,1,Early Stage Venture,,4/1/10,Series A,,"Biotechnology, Health Care, Science and Engineering, Software",Private
WatchFrog,https://www.crunchbase.com/organization/watchfrog,Biotechnology,"Évry, Ile-de-France, France",WatchFrog is a company that offers industrial tests of water quality to measure and monitor endocrine disruptors.,info@watchfrog.fr,33 1 40 79 36 10,http://www.watchfrog.fr,,1,Early Stage Venture,,4/14/08,Series A,,"Biotechnology, Science and Engineering",Private
Cedarburg Hauser Pharmaceuticals,https://www.crunchbase.com/organization/cedarburg-hauser-pharmaceuticals,Biotechnology,"Grafton, Wisconsin, United States",Cedarburg Hauser Pharmaceuticals is an experienced contract development and manufacturing organization (CDMO) for active pharmaceutical,info@cedarburghauser.com, 1.262.376.1467,http://cedarburghauserpharma.com,,1,M&A,"$7,000,000 ",3/4/04,Series A,"$7,000,000 ","Biotechnology, Science and Engineering",Private
Piramed,https://www.crunchbase.com/organization/piramed,"Biotechnology, Health Care, Medical Device","Slough, Buckinghamshire, United Kingdom","Piramed Limited, a biotech company, discovers and develops new medicines for the treatment of cancer and immune inflammatory disorders.",,,,,1,M&A,"$13,200,000 ",7/9/03,Series A,"$13,200,000 ","Biotechnology, Health Care, Science and Engineering",Private
Pevion Biotech,https://www.crunchbase.com/organization/pevion-biotech,"Biotechnology, Health Care, Medical","Bern, Bern, Switzerland",Pevion Biotech is a biotechnology company that uses its proprietary technology platforms.,,+41 31 980 62 03,http://www.pevion.com/,For Profit,1,Early Stage Venture,"$29,160,000 ",8/13/07,Series A,"$29,160,000 ","Biotechnology, Health Care, Science and Engineering",Private
ThromboVision,https://www.crunchbase.com/organization/thrombovision,Biotechnology,"Houston, Texas, United States",ThromboVision is a biomedical company providing versatile clinical discoveries for the advancement of medical diagnosis.,info@thrombovision.com,(713)491-4449,http://www.thrombovision.com,For Profit,1,Early Stage Venture,"$4,000,000 ",9/13/07,Series A,"$4,000,000 ","Biotechnology, Science and Engineering",Private
Cube Biotech,https://www.crunchbase.com/organization/cube-biotech,Biotechnology,"Monheim, Bayern, Germany",Cube Biotech is a Germany-based research company that provides tools and services for membrane protein and other researches.,contact@cube-biotech.com,49 2173 99 373 11,http://www.cube-biotech.com,,1,Early Stage Venture,,12/1/12,Series A,,"Biotechnology, Science and Engineering",Private
Valderm,https://www.crunchbase.com/organization/valderm,Biotechnology,"Lyngby, Hovedstaden, Denmark",Valderm develops second generation anthracycline valrubicin for the innovative topical treatment of hyperproliferative skin diseases.,darko@valderm.dk,45 30 13 85 81,http://www.valderm.dk,,1,Early Stage Venture,"$3,370,000 ",8/17/07,Series A,"$3,370,000 ","Biotechnology, Science and Engineering",Private
KINAXO Biotechnologies,https://www.crunchbase.com/organization/kinaxo-biotechnologies,Biotechnology,"Martinsried, Bayern, Germany","KINAXO Biotechnologies is a privately-held biotechnology company based in Munich/Martinsried, Germany.",info@kinaxo.de,+49 40 560810,http://www.kinaxo.com,For Profit,1,M&A,,5/9/07,Series A,,"Biotechnology, Science and Engineering",Private
Linguagen,https://www.crunchbase.com/organization/linguagen,"Biotechnology, Medical","Cranbury, New Jersey, United States",Linguagen Corp. utilizes biotechnology and modern pharmaceutical techniques to provide solutions to problems related to gustation.,,949-201-7944,http://www.linguagen.com/,,1,Early Stage Venture,"$2,000,000 ",12/29/03,Series A,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Biotica Technology,https://www.crunchbase.com/organization/biotica-technology,"Biotechnology, Therapeutics","Cambridge, Cambridgeshire, United Kingdom",Biotica Technology engages in the discovery and development of drugs for the treatment of cancer and inflammatory diseases.,,+44 (0)1223 911856,http://isomerase.co,,1,Early Stage Venture,"$5,000,000 ",1/10/03,Series A,"$5,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Amulet Pharmaceuticals,https://www.crunchbase.com/organization/amulet-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Rockville, Maryland, United States",Amulet Pharmaceuticals discovers and develops novel therapeutics to address known liabilities of current therapies serving unmet markets.,info@amuletpharma.com,,http://www.amuletpharma.com,For Profit,1,Early Stage Venture,"$1,700,000 ",3/5/07,Series A,"$1,700,000 ","Biotechnology, Health Care, Science and Engineering",Private
PS Biotech,https://www.crunchbase.com/organization/ps-biotech,Biotechnology,"Herzogenrath, Nordrhein-Westfalen, Germany",PS Biotech develops a production process for a polymer-based release system enabling fed-batch feeding of microorganisms.,info@psbiotech.com,4.92418E+11,http://www.psbiotech.com,,2,Early Stage Venture,,11/25/14,Series A,,"Biotechnology, Science and Engineering",Private
Nanopoint,https://www.crunchbase.com/organization/nanopoint,"Biotechnology, Medical Device, Software","Kahului, Hawaii, United States","Nanopoint, Inc. is a privately-held biotechnology company that develops and markets unique cellular experimentation systems for the life",info@nanopointimaging.com,808-244-7800,http://www.nanopointimaging.com,For Profit,1,M&A,"$2,150,000 ",11/3/05,Series A,"$2,150,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Arete Therapeutics,https://www.crunchbase.com/organization/arete-therapeutics,"Biotechnology, Health Care, Therapeutics","Hayward, California, United States",Arete Therapeutics Inc. is discovering and developing first-in-class small molecule compounds.,,,,For Profit,1,Early Stage Venture,"$35,000,000 ",5/23/07,Series A,"$35,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Proprius Pharmaceuticals,https://www.crunchbase.com/organization/proprius-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","San Diego, California, United States",Proprius Pharmaceuticals is a San Diego-based drug developer focused on rheumatology and autoimmune diseases.,,858-436-1816,http://www.propriuspharma.com,,1,M&A,"$11,000,000 ",1/8/07,Series A,"$11,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Q-Optics,https://www.crunchbase.com/organization/q-optics,"Biotechnology, Lighting, Optical Communication","Duncanville, Texas, United States","Q-Optics Custom TTL (Through-the-Lens) Loupes, Flip-Up Loupes, and Radiant™ LED light systems.",sales@q-optics.com,9722986592,https://www.q-optics.com/,For Profit,1,Early Stage Venture,"$11,000,000 ",8/14/01,Series A,"$11,000,000 ","Biotechnology, Hardware, Science and Engineering",Private
Orthomimetics,https://www.crunchbase.com/organization/orthomimetics,Biotechnology,"Dereham, Norfolk, United Kingdom","Orthomimetics develops bio-material products such as Chondromimetic, which is used in treating underlying tissues and bone defects.",,,,,1,M&A,"£5,000,000",12/1/06,Series A,"£5,000,000","Biotechnology, Science and Engineering",Private
Genus Oncology,https://www.crunchbase.com/organization/genus-oncology,Biotechnology,"Vernon Hills, Illinois, United States",Genus Oncology discovers and commercializes new anti-cancer agents that target the Mucin 1 oncoprotein.,info@genusoncology.com,8475496500,http://www.genusoncology.com,,1,Early Stage Venture,,5/1/11,Series A,,"Biotechnology, Science and Engineering",Private
BioTeSys,https://www.crunchbase.com/organization/biotesys,Biotechnology,"Eßlingen, Bayern, Germany",BioTeSys provides biological and chemical analytics to identify bioactive uses and develop products and procedures.,bts@biotesys.de,49 7 11 31 05 71 50,http://www.biotesys.de,,1,Early Stage Venture,"$608,000 ",5/10/07,Series A,"$608,000 ","Biotechnology, Science and Engineering",Private
AdipoGenix,https://www.crunchbase.com/organization/adipogenix,"Biopharma, Biotechnology, Medical","Boston, Massachusetts, United States",AdipoGenix is a biopharmaceutical company.,info@adipogenix.com,617-638-6394,http://www.adipogenix.com/,For Profit,1,Early Stage Venture,"$8,250,000 ",6/20/05,Series A,"$8,250,000 ","Biotechnology, Health Care, Science and Engineering",Private
Allegro Technologies,https://www.crunchbase.com/organization/allegro,"Biotechnology, Health Diagnostics","Dublin, Dublin, Ireland","Allegro Technologies Ltd., trading as Deerac Fluidics Limited, develops microdispensing technologies for the liquid handling market within",,,,,1,M&A,,10/1/03,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Primorigen Biosciences,https://www.crunchbase.com/organization/primorigen-biosciences,Biotechnology,"Madison, Wisconsin, United States",Primorigen Biosciences develops high-throughput protein and cell-based assay systems for cellular characterization and preclinical research.,info@primorigen.com,608-441-8332,http://www.primorigen.com,,1,Early Stage Venture,"$2,500,000 ",8/10/06,Series A,"$2,500,000 ","Biotechnology, Science and Engineering",Private
Drug Response Dx,https://www.crunchbase.com/organization/drug-response-dx,Biotechnology,"Hennigsdorf, Brandenburg, Germany","Drug Response Dx is based in Hennigsdorf, Germany and was founded in February 2012 by Dr. Zoltán Konthur, Dr. Jörg-M. Hollidt, Dr. Karl",info@drugresponsedx.com,49 3302 55199 85,http://www.drdx.de,,1,Early Stage Venture,,1/8/13,Series A,,"Biotechnology, Science and Engineering",Private
